dataset_uri,domain,drought_early_warning_score,drought_early_warning_readiness,drought_early_warning_temporal_recency,drought_early_warning_update_frequency,drought_early_warning_temporal_coverage,drought_early_warning_spatial_precision,drought_early_warning_format_readability,drought_early_warning_license_openness,drought_early_warning_description_quality,drought_early_warning_vocabulary_standard,drought_early_warning_multilingual,climate_infrastructure_score,climate_infrastructure_readiness,climate_infrastructure_temporal_recency,climate_infrastructure_update_frequency,climate_infrastructure_temporal_coverage,climate_infrastructure_spatial_precision,climate_infrastructure_format_readability,climate_infrastructure_license_openness,climate_infrastructure_description_quality,climate_infrastructure_vocabulary_standard,climate_infrastructure_multilingual,nbs_monitoring_score,nbs_monitoring_readiness,nbs_monitoring_temporal_recency,nbs_monitoring_update_frequency,nbs_monitoring_temporal_coverage,nbs_monitoring_spatial_precision,nbs_monitoring_format_readability,nbs_monitoring_license_openness,nbs_monitoring_description_quality,nbs_monitoring_vocabulary_standard,nbs_monitoring_multilingual,early_warning_score,early_warning_readiness,early_warning_temporal_recency,early_warning_update_frequency,early_warning_spatial_precision,early_warning_format_readability,early_warning_license_openness,early_warning_description_quality,early_warning_vocabulary_standard,compliance_reporting_score,compliance_reporting_readiness,compliance_reporting_temporal_coverage,compliance_reporting_description_quality,compliance_reporting_spatial_aggregation,compliance_reporting_vocabulary_standard,compliance_reporting_format_readability,compliance_reporting_license_openness,compliance_reporting_temporal_recency,cross_border_score,cross_border_readiness,cross_border_vocabulary_standard,cross_border_multilingual,cross_border_spatial_coverage,cross_border_format_readability,cross_border_description_quality,cross_border_license_openness,cross_border_temporal_recency
http://data.europa.eu/88u/dataset/e14a6cf6-dd1a-4667-b435-ddf2fa0345d9,drought_early_warning,0.27,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.3,0.455,Partial,0.1,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.3,0.4,Partial,0.1,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.3,0.3,Insufficient,0.1,0.0,1.0,0.0,0.0,1.0,0.5,0.4,Partial,0.0,1.0,0.8,0.5,0.0,0.0,0.1,0.37,Insufficient,0.5,0.3,0.4,0.0,1.0,0.0,0.1
http://data.europa.eu/88u/dataset/r_lombar-6857dc92-76cb-4c56-8837-123e9370dcda,drought_early_warning,0.27,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.3,0.455,Partial,0.1,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.3,0.4,Partial,0.1,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.3,0.3,Insufficient,0.1,0.0,1.0,0.0,0.0,1.0,0.5,0.4,Partial,0.0,1.0,0.8,0.5,0.0,0.0,0.1,0.37,Insufficient,0.5,0.3,0.4,0.0,1.0,0.0,0.1
http://data.europa.eu/88u/dataset/0220e6b9-e9da-4884-9d8f-057f805ced42,drought_early_warning,0.21,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.4,0.5,0.3,0.305,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.4,0.5,0.3,0.34,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.4,0.5,0.3,0.27,Insufficient,0.1,0.0,1.0,0.0,0.0,0.4,0.5,0.28,Insufficient,0.0,0.4,0.8,0.5,0.0,0.0,0.1,0.31,Insufficient,0.5,0.3,0.4,0.0,0.4,0.0,0.1
http://data.europa.eu/88u/dataset/02343212-f783-4535-9d6c-1ea7147fa6a7,drought_early_warning,0.0,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.045,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,Insufficient,0.0,0.3,0.4,0.0,0.0,0.0,0.0
http://data.europa.eu/88u/dataset/4f90f6c0-0285-11e4-b613-b2227cce2b54~~1,drought_early_warning,0.28,Insufficient,0.3,0.0,0.0,1.0,0.0,0.0,0.7,0.5,0.3,0.39,Insufficient,0.3,0.0,0.0,1.0,0.0,0.0,0.7,0.5,0.3,0.38,Insufficient,0.3,0.0,0.0,1.0,0.0,0.0,0.7,0.5,0.3,0.335,Insufficient,0.3,0.0,1.0,0.0,0.0,0.7,0.5,0.35,Insufficient,0.0,0.7,0.8,0.5,0.0,0.0,0.3,0.35,Insufficient,0.5,0.3,0.4,0.0,0.7,0.0,0.3
http://data.europa.eu/88u/dataset/3f288242-d38f-4c08-a375-0a9d0fa29cbd,drought_early_warning,0.105,Insufficient,0.1,0.0,0.0,0.3,0.0,0.0,0.4,1.0,0.3,0.25,Insufficient,0.1,0.0,0.0,0.3,0.0,0.0,0.4,1.0,0.3,0.335,Insufficient,0.1,0.0,0.0,0.3,0.0,0.0,0.4,1.0,0.3,0.155,Insufficient,0.1,0.0,0.3,0.0,0.0,0.4,1.0,0.31,Insufficient,0.0,0.4,0.5,1.0,0.0,0.0,0.1,0.435,Partial,1.0,0.3,0.4,0.0,0.4,0.0,0.1
http://data.europa.eu/88u/dataset/https-opendata-euskadi-eus-catalogo-informes-estudios-mortalidad-por-cancer-de-pancreas-en-mujeres-en-euskadi-1996-2003-,drought_early_warning,0.12,Insufficient,0.1,0.3,0.0,0.3,0.0,0.0,0.4,0.5,1.0,0.2,Insufficient,0.1,0.3,0.0,0.3,0.0,0.0,0.4,0.5,1.0,0.34,Insufficient,0.1,0.3,0.0,0.3,0.0,0.0,0.4,0.5,1.0,0.19,Insufficient,0.1,0.3,0.3,0.0,0.0,0.4,0.5,0.235,Insufficient,0.0,0.4,0.5,0.5,0.0,0.0,0.1,0.51,Partial,0.5,1.0,0.7,0.0,0.4,0.0,0.1
http://data.europa.eu/88u/dataset/3d55a818-5a15-4273-af83-10bc52e926f0,drought_early_warning,0.04,Insufficient,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.3,0.085,Insufficient,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.3,0.13,Insufficient,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.3,0.05,Insufficient,0.1,0.0,0.0,0.0,0.0,0.2,0.3,0.09,Insufficient,0.0,0.2,0.0,0.3,0.0,0.0,0.1,0.24,Insufficient,0.3,0.3,0.4,0.0,0.2,0.0,0.1
http://data.europa.eu/88u/dataset/b1880bc9-4815-0002-e72f-0401b160d9b5,drought_early_warning,0.29,Insufficient,0.5,0.0,0.0,1.0,0.0,0.0,0.4,0.5,0.3,0.325,Insufficient,0.5,0.0,0.0,1.0,0.0,0.0,0.4,0.5,0.3,0.36,Insufficient,0.5,0.0,0.0,1.0,0.0,0.0,0.4,0.5,0.3,0.37,Insufficient,0.5,0.0,1.0,0.0,0.0,0.4,0.5,0.3,Insufficient,0.0,0.4,0.8,0.5,0.0,0.0,0.5,0.33,Insufficient,0.5,0.3,0.4,0.0,0.4,0.0,0.5
http://data.europa.eu/88u/dataset/aacdb807-f4cc-0002-39d4-fb31439e8d22,drought_early_warning,0.29,Insufficient,0.5,0.0,0.0,1.0,0.0,0.0,0.4,0.5,0.3,0.325,Insufficient,0.5,0.0,0.0,1.0,0.0,0.0,0.4,0.5,0.3,0.36,Insufficient,0.5,0.0,0.0,1.0,0.0,0.0,0.4,0.5,0.3,0.37,Insufficient,0.5,0.0,1.0,0.0,0.0,0.4,0.5,0.3,Insufficient,0.0,0.4,0.8,0.5,0.0,0.0,0.5,0.33,Insufficient,0.5,0.3,0.4,0.0,0.4,0.0,0.5
http://data.europa.eu/88u/dataset/0247794c-5004-0002-7d4c-ef035e61fce2,drought_early_warning,0.29,Insufficient,0.5,0.0,0.0,1.0,0.0,0.0,0.4,0.5,0.3,0.325,Insufficient,0.5,0.0,0.0,1.0,0.0,0.0,0.4,0.5,0.3,0.36,Insufficient,0.5,0.0,0.0,1.0,0.0,0.0,0.4,0.5,0.3,0.37,Insufficient,0.5,0.0,1.0,0.0,0.0,0.4,0.5,0.3,Insufficient,0.0,0.4,0.8,0.5,0.0,0.0,0.5,0.33,Insufficient,0.5,0.3,0.4,0.0,0.4,0.0,0.5
http://data.europa.eu/88u/dataset/be8f9bde-3859-48ed-baea-8c5129ca018f,drought_early_warning,0.24,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.7,0.3,0.3,0.36,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.7,0.3,0.3,0.33,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.7,0.3,0.3,0.275,Insufficient,0.1,0.0,1.0,0.0,0.0,0.7,0.3,0.31,Insufficient,0.0,0.7,0.8,0.3,0.0,0.0,0.1,0.29,Insufficient,0.3,0.3,0.4,0.0,0.7,0.0,0.1
http://data.europa.eu/88u/dataset/34f0aaac-3395-450c-a863-d780d5fd1d88,drought_early_warning,0.19,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.2,0.5,0.3,0.255,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.2,0.5,0.3,0.32,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.2,0.5,0.3,0.26,Insufficient,0.1,0.0,1.0,0.0,0.0,0.2,0.5,0.24,Insufficient,0.0,0.2,0.8,0.5,0.0,0.0,0.1,0.29,Insufficient,0.5,0.3,0.4,0.0,0.2,0.0,0.1
http://data.europa.eu/88u/dataset/8a72e27f-c065-5365-af42-6b05fffa0d63,drought_early_warning,0.09,Insufficient,0.1,0.0,0.0,0.0,0.0,0.0,0.7,0.5,0.3,0.23,Insufficient,0.1,0.0,0.0,0.0,0.0,0.0,0.7,0.5,0.3,0.22,Insufficient,0.1,0.0,0.0,0.0,0.0,0.0,0.7,0.5,0.3,0.085,Insufficient,0.1,0.0,0.0,0.0,0.0,0.7,0.5,0.22,Insufficient,0.0,0.7,0.0,0.5,0.0,0.0,0.1,0.34,Insufficient,0.5,0.3,0.4,0.0,0.7,0.0,0.1
http://data.europa.eu/88u/dataset/19199,drought_early_warning,0.09,Insufficient,0.1,0.0,0.0,0.0,0.0,0.0,0.7,0.5,0.3,0.23,Insufficient,0.1,0.0,0.0,0.0,0.0,0.0,0.7,0.5,0.3,0.22,Insufficient,0.1,0.0,0.0,0.0,0.0,0.0,0.7,0.5,0.3,0.085,Insufficient,0.1,0.0,0.0,0.0,0.0,0.7,0.5,0.22,Insufficient,0.0,0.7,0.0,0.5,0.0,0.0,0.1,0.34,Insufficient,0.5,0.3,0.4,0.0,0.7,0.0,0.1
http://data.europa.eu/88u/dataset/popis-jls-koje-se-nalaze-u-minski-sumnjivom-prostoru,drought_early_warning,0.02,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.3,0.08,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.3,0.125,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.3,0.025,Insufficient,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.085,Insufficient,0.0,0.2,0.0,0.3,0.0,0.0,0.0,0.235,Insufficient,0.3,0.3,0.4,0.0,0.2,0.0,0.0
http://data.europa.eu/88u/dataset/31ff2c1b-8305-4813-bfe7-e72ae5235796,drought_early_warning,0.23,Insufficient,0.3,0.0,0.0,1.0,0.0,0.0,0.2,0.5,0.3,0.265,Insufficient,0.3,0.0,0.0,1.0,0.0,0.0,0.2,0.5,0.3,0.33,Insufficient,0.3,0.0,0.0,1.0,0.0,0.0,0.2,0.5,0.3,0.31,Insufficient,0.3,0.0,1.0,0.0,0.0,0.2,0.5,0.25,Insufficient,0.0,0.2,0.8,0.5,0.0,0.0,0.3,0.3,Insufficient,0.5,0.3,0.4,0.0,0.2,0.0,0.3
http://data.europa.eu/88u/dataset/33401778-ba1d-4e2c-9464-d895778c42f4,drought_early_warning,0.19,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.2,0.5,0.3,0.255,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.2,0.5,0.3,0.32,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.2,0.5,0.3,0.26,Insufficient,0.1,0.0,1.0,0.0,0.0,0.2,0.5,0.24,Insufficient,0.0,0.2,0.8,0.5,0.0,0.0,0.1,0.29,Insufficient,0.5,0.3,0.4,0.0,0.2,0.0,0.1
http://data.europa.eu/88u/dataset/26ddf56e-25ba-4533-835d-a5b64e225a41,drought_early_warning,0.19,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.2,0.5,0.3,0.255,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.2,0.5,0.3,0.32,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.2,0.5,0.3,0.26,Insufficient,0.1,0.0,1.0,0.0,0.0,0.2,0.5,0.24,Insufficient,0.0,0.2,0.8,0.5,0.0,0.0,0.1,0.29,Insufficient,0.5,0.3,0.4,0.0,0.2,0.0,0.1
http://data.europa.eu/88u/dataset/597eb3c5-4adf-4c08-84b7-5745076e7499,drought_early_warning,0.21,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.4,0.5,0.3,0.305,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.4,0.5,0.3,0.34,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.4,0.5,0.3,0.27,Insufficient,0.1,0.0,1.0,0.0,0.0,0.4,0.5,0.28,Insufficient,0.0,0.4,0.8,0.5,0.0,0.0,0.1,0.31,Insufficient,0.5,0.3,0.4,0.0,0.4,0.0,0.1
http://data.europa.eu/88u/dataset/329909be-c9f6-4f12-8b07-3cee1c2cacd7,drought_early_warning,0.19,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.2,0.5,0.3,0.255,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.2,0.5,0.3,0.32,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.2,0.5,0.3,0.26,Insufficient,0.1,0.0,1.0,0.0,0.0,0.2,0.5,0.24,Insufficient,0.0,0.2,0.8,0.5,0.0,0.0,0.1,0.29,Insufficient,0.5,0.3,0.4,0.0,0.2,0.0,0.1
http://data.europa.eu/88u/dataset/cmto-d46789f0-6f25-4b2c-a7f3-bd70c937f2d8,drought_early_warning,0.21,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.4,0.5,0.3,0.305,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.4,0.5,0.3,0.34,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.4,0.5,0.3,0.27,Insufficient,0.1,0.0,1.0,0.0,0.0,0.4,0.5,0.28,Insufficient,0.0,0.4,0.8,0.5,0.0,0.0,0.1,0.31,Insufficient,0.5,0.3,0.4,0.0,0.4,0.0,0.1
http://data.europa.eu/88u/dataset/b062ad6f-849c-4431-913c-a4104720f744,drought_early_warning,0.21,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.4,0.5,0.3,0.305,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.4,0.5,0.3,0.34,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.4,0.5,0.3,0.27,Insufficient,0.1,0.0,1.0,0.0,0.0,0.4,0.5,0.28,Insufficient,0.0,0.4,0.8,0.5,0.0,0.0,0.1,0.31,Insufficient,0.5,0.3,0.4,0.0,0.4,0.0,0.1
http://data.europa.eu/88u/dataset/b087d553-8d43-447a-9350-85e58bfd25a7,drought_early_warning,0.21,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.4,0.5,0.3,0.305,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.4,0.5,0.3,0.34,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.4,0.5,0.3,0.27,Insufficient,0.1,0.0,1.0,0.0,0.0,0.4,0.5,0.28,Insufficient,0.0,0.4,0.8,0.5,0.0,0.0,0.1,0.31,Insufficient,0.5,0.3,0.4,0.0,0.4,0.0,0.1
http://data.europa.eu/88u/dataset/a9951ec8-7a4e-4545-aff1-df879b74dc19,drought_early_warning,0.19,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.2,0.5,0.3,0.255,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.2,0.5,0.3,0.32,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.2,0.5,0.3,0.26,Insufficient,0.1,0.0,1.0,0.0,0.0,0.2,0.5,0.24,Insufficient,0.0,0.2,0.8,0.5,0.0,0.0,0.1,0.29,Insufficient,0.5,0.3,0.4,0.0,0.2,0.0,0.1
http://data.europa.eu/88u/dataset/aad943ed-6199-49a1-8f28-8909489d0308,drought_early_warning,0.19,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.2,0.5,0.3,0.255,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.2,0.5,0.3,0.32,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.2,0.5,0.3,0.26,Insufficient,0.1,0.0,1.0,0.0,0.0,0.2,0.5,0.24,Insufficient,0.0,0.2,0.8,0.5,0.0,0.0,0.1,0.29,Insufficient,0.5,0.3,0.4,0.0,0.2,0.0,0.1
http://data.europa.eu/88u/dataset/aacb9cd9-6326-4000-84bb-8d186ae4d6b4,drought_early_warning,0.19,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.2,0.5,0.3,0.255,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.2,0.5,0.3,0.32,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.2,0.5,0.3,0.26,Insufficient,0.1,0.0,1.0,0.0,0.0,0.2,0.5,0.24,Insufficient,0.0,0.2,0.8,0.5,0.0,0.0,0.1,0.29,Insufficient,0.5,0.3,0.4,0.0,0.2,0.0,0.1
http://data.europa.eu/88u/dataset/021f1d07-a954-4028-849a-72bfbcb091b3,drought_early_warning,0.19,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.2,0.5,0.3,0.255,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.2,0.5,0.3,0.32,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.2,0.5,0.3,0.26,Insufficient,0.1,0.0,1.0,0.0,0.0,0.2,0.5,0.24,Insufficient,0.0,0.2,0.8,0.5,0.0,0.0,0.1,0.29,Insufficient,0.5,0.3,0.4,0.0,0.2,0.0,0.1
http://data.europa.eu/88u/dataset/05486b8a-6658-448e-bfed-5f18b033ea5d,drought_early_warning,0.21,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.4,0.5,0.3,0.305,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.4,0.5,0.3,0.34,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.4,0.5,0.3,0.27,Insufficient,0.1,0.0,1.0,0.0,0.0,0.4,0.5,0.28,Insufficient,0.0,0.4,0.8,0.5,0.0,0.0,0.1,0.31,Insufficient,0.5,0.3,0.4,0.0,0.4,0.0,0.1
http://data.europa.eu/88u/dataset/058f65e8-cbc6-4ccf-b826-d13be2b9eca1,drought_early_warning,0.19,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.2,0.5,0.3,0.255,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.2,0.5,0.3,0.32,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.2,0.5,0.3,0.26,Insufficient,0.1,0.0,1.0,0.0,0.0,0.2,0.5,0.24,Insufficient,0.0,0.2,0.8,0.5,0.0,0.0,0.1,0.29,Insufficient,0.5,0.3,0.4,0.0,0.2,0.0,0.1
http://data.europa.eu/88u/dataset/062a7563-bbc0-4107-88b4-d1d37ecce424,drought_early_warning,0.21,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.4,0.5,0.3,0.305,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.4,0.5,0.3,0.34,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.4,0.5,0.3,0.27,Insufficient,0.1,0.0,1.0,0.0,0.0,0.4,0.5,0.28,Insufficient,0.0,0.4,0.8,0.5,0.0,0.0,0.1,0.31,Insufficient,0.5,0.3,0.4,0.0,0.4,0.0,0.1
http://data.europa.eu/88u/dataset/06cb90d6-b351-4231-aeec-256883e3b9fc,drought_early_warning,0.21,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.4,0.5,0.3,0.305,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.4,0.5,0.3,0.34,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.4,0.5,0.3,0.27,Insufficient,0.1,0.0,1.0,0.0,0.0,0.4,0.5,0.28,Insufficient,0.0,0.4,0.8,0.5,0.0,0.0,0.1,0.31,Insufficient,0.5,0.3,0.4,0.0,0.4,0.0,0.1
http://data.europa.eu/88u/dataset/af291b8f-8bed-4877-acb2-1b083bc03f1b,drought_early_warning,0.19,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.2,0.5,0.3,0.255,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.2,0.5,0.3,0.32,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.2,0.5,0.3,0.26,Insufficient,0.1,0.0,1.0,0.0,0.0,0.2,0.5,0.24,Insufficient,0.0,0.2,0.8,0.5,0.0,0.0,0.1,0.29,Insufficient,0.5,0.3,0.4,0.0,0.2,0.0,0.1
http://data.europa.eu/88u/dataset/af2953b2-7595-4949-bfa2-99dc0f570bee,drought_early_warning,0.19,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.2,0.5,0.3,0.255,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.2,0.5,0.3,0.32,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.2,0.5,0.3,0.26,Insufficient,0.1,0.0,1.0,0.0,0.0,0.2,0.5,0.24,Insufficient,0.0,0.2,0.8,0.5,0.0,0.0,0.1,0.29,Insufficient,0.5,0.3,0.4,0.0,0.2,0.0,0.1
http://data.europa.eu/88u/dataset/e3045cd2-2510-41e2-8f0d-1a4c1abf5b30,drought_early_warning,0.19,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.2,0.5,0.3,0.255,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.2,0.5,0.3,0.32,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.2,0.5,0.3,0.26,Insufficient,0.1,0.0,1.0,0.0,0.0,0.2,0.5,0.24,Insufficient,0.0,0.2,0.8,0.5,0.0,0.0,0.1,0.29,Insufficient,0.5,0.3,0.4,0.0,0.2,0.0,0.1
http://data.europa.eu/88u/dataset/cca4a77b-6d21-4270-8fd0-32ed52b7c837,drought_early_warning,0.19,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.2,0.5,0.3,0.255,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.2,0.5,0.3,0.32,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.2,0.5,0.3,0.26,Insufficient,0.1,0.0,1.0,0.0,0.0,0.2,0.5,0.24,Insufficient,0.0,0.2,0.8,0.5,0.0,0.0,0.1,0.29,Insufficient,0.5,0.3,0.4,0.0,0.2,0.0,0.1
http://data.europa.eu/88u/dataset/05903205-8349-45d0-b26b-1b78ff85d650,drought_early_warning,0.21,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.4,0.5,0.3,0.305,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.4,0.5,0.3,0.34,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.4,0.5,0.3,0.27,Insufficient,0.1,0.0,1.0,0.0,0.0,0.4,0.5,0.28,Insufficient,0.0,0.4,0.8,0.5,0.0,0.0,0.1,0.31,Insufficient,0.5,0.3,0.4,0.0,0.4,0.0,0.1
http://data.europa.eu/88u/dataset/aa54af1d-0e7f-47ac-b970-e2c1ea0eae43,drought_early_warning,0.19,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.2,0.5,0.3,0.255,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.2,0.5,0.3,0.32,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.2,0.5,0.3,0.26,Insufficient,0.1,0.0,1.0,0.0,0.0,0.2,0.5,0.24,Insufficient,0.0,0.2,0.8,0.5,0.0,0.0,0.1,0.29,Insufficient,0.5,0.3,0.4,0.0,0.2,0.0,0.1
http://data.europa.eu/88u/dataset/5a082a53-8d34-4373-9e1c-827b5ab82029,drought_early_warning,0.25,Insufficient,0.3,0.0,0.0,1.0,0.0,0.0,0.4,0.5,0.3,0.315,Insufficient,0.3,0.0,0.0,1.0,0.0,0.0,0.4,0.5,0.3,0.35,Insufficient,0.3,0.0,0.0,1.0,0.0,0.0,0.4,0.5,0.3,0.32,Insufficient,0.3,0.0,1.0,0.0,0.0,0.4,0.5,0.29,Insufficient,0.0,0.4,0.8,0.5,0.0,0.0,0.3,0.32,Insufficient,0.5,0.3,0.4,0.0,0.4,0.0,0.3
http://data.europa.eu/88u/dataset/fcc5bc35-946f-4f62-af56-d94575ab9d4f,drought_early_warning,0.25,Insufficient,0.3,0.0,0.0,1.0,0.0,0.0,0.4,0.5,0.3,0.315,Insufficient,0.3,0.0,0.0,1.0,0.0,0.0,0.4,0.5,0.3,0.35,Insufficient,0.3,0.0,0.0,1.0,0.0,0.0,0.4,0.5,0.3,0.32,Insufficient,0.3,0.0,1.0,0.0,0.0,0.4,0.5,0.29,Insufficient,0.0,0.4,0.8,0.5,0.0,0.0,0.3,0.32,Insufficient,0.5,0.3,0.4,0.0,0.4,0.0,0.3
http://data.europa.eu/88u/dataset/022fb7e6-5ee1-4c18-bb76-61acd4e6c1e6,drought_early_warning,0.19,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.2,0.5,0.3,0.255,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.2,0.5,0.3,0.32,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.2,0.5,0.3,0.26,Insufficient,0.1,0.0,1.0,0.0,0.0,0.2,0.5,0.24,Insufficient,0.0,0.2,0.8,0.5,0.0,0.0,0.1,0.29,Insufficient,0.5,0.3,0.4,0.0,0.2,0.0,0.1
http://data.europa.eu/88u/dataset/843fa209-47e3-49a2-96d3-b03f9e46326d,drought_early_warning,0.21,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.4,0.5,0.3,0.305,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.4,0.5,0.3,0.34,Insufficient,0.1,0.0,0.0,1.0,0.0,0.0,0.4,0.5,0.3,0.27,Insufficient,0.1,0.0,1.0,0.0,0.0,0.4,0.5,0.28,Insufficient,0.0,0.4,0.8,0.5,0.0,0.0,0.1,0.31,Insufficient,0.5,0.3,0.4,0.0,0.4,0.0,0.1
http://data.europa.eu/88u/dataset/998a43bd-88c7-4a86-bd87-4cdf4e3e198d,drought_early_warning,0.23,Insufficient,0.3,0.0,0.0,1.0,0.0,0.0,0.2,0.5,0.3,0.265,Insufficient,0.3,0.0,0.0,1.0,0.0,0.0,0.2,0.5,0.3,0.33,Insufficient,0.3,0.0,0.0,1.0,0.0,0.0,0.2,0.5,0.3,0.31,Insufficient,0.3,0.0,1.0,0.0,0.0,0.2,0.5,0.25,Insufficient,0.0,0.2,0.8,0.5,0.0,0.0,0.3,0.3,Insufficient,0.5,0.3,0.4,0.0,0.2,0.0,0.3
