dataset_uri,title,modified,issued,publisher_uri,license,language,spatial,keyword,num_languages,num_keywords,domain,country,has_license,is_open_license,has_coordinates,description_length,description,has_temporal,temporal_start,temporal_end,is_machine_readable,format,publisher_name,has_keywords,is_multilingual,has_multilingual
http://data.europa.eu/88u/dataset/74b37b2b-21a8-468e-8ab4-676c5364f46c,Ausbreitung des Hochwasser im Jahre 2013,2020-09-01,2014-07-08,,,http://publications.europa.eu/resource/authority/language/DEU,nodeID://b5554872949,Ausbreitung des Hochwasser im Jahre 2013 | INTRA|StA37-Feuerwehr\Hochwasser 2013 (Entwurf),1,2,floods,unknown,False,False,True,0,,True,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/1bc63d38-2494-426c-bec3-8dd1f359210d,"4.13.1 Hochwasser 2002 (W=9,40 m) - Tatsächlich überschwemmte Flächen - TSP (WMS Dienst)",2015-08-31,2026-02-18,,,,nodeID://b5825437656,Datenkatalog | Gebiete mit naturbedingten Risiken | OGC::WMS | infoMapAccessService | opendata,0,5,floods,unknown,False,False,True,0,,True,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/4a016370-71e1-4b15-8b4a-dd80cca3a970,"Hochwasser 2013 - Gewässer 2. Ordnung, tatsächlich überschwemmte Flächen (WMS Dienst)",2013-11-12,2026-02-23,,,,nodeID://b5819615668,Datenkatalog | Gewässernetz | OGC::WMS | infoMapAccessService | opendata,0,5,floods,unknown,False,False,True,0,,True,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/4dac6bb2-a1a0-4cee-9808-390f3060c0c5,Elbe-Hochwasser 1890 - Ausdehnung bei 837 cm Pegel Dresden (WFS Dienst),2003-07-30,2026-02-23,,,,nodeID://b5819190559,Datenkatalog | Gebiete mit naturbedingten Risiken | OGC::WFS | infoFeatureAccessService | opendata,0,5,floods,unknown,False,False,True,0,,True,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/5131fa1a-b8cb-4678-8aa8-3e7b2331f7a7,4.13.2 Tatsächlich überschwemmte Fläche Elbe-Hochwasser vom 04.04.2006 - TSP (WMS Dienst),2006-11-02,2026-02-18,,,,nodeID://b5818773683,Datenkatalog | Gebiete mit naturbedingten Risiken | OGC::WMS | infoMapAccessService | opendata,0,5,floods,unknown,False,False,True,0,,True,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/65bacf59-a93f-4b8f-ba46-0399393a1e7e,"Hochwasser 2013 - Lockwitzbach, tatsächlich überschwemmte Flächen (WMS Dienst)",2014-09-22,2026-02-23,,,,nodeID://b5816347180,Datenkatalog | Gewässernetz | OGC::WMS | infoMapAccessService | opendata,0,5,floods,unknown,False,False,True,0,,True,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/79fb94dd-c793-4ef1-a654-2dbb8e66f266,"Hochwasser 2013 - Gewässer 2. Ordnung, tatsächlich überschwemmte Flächen (WFS Dienst)",2013-11-12,2026-02-23,,,,nodeID://b5813860648,Datenkatalog | Gewässernetz | OGC::WFS | infoFeatureAccessService | opendata,0,5,floods,unknown,False,False,True,0,,True,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/01b3a9ba-c843-49fe-bf3a-d23de6d2ea83,"Hochwasser 2013 - Lockwitzbach, tatsächlich überschwemmte Flächen (WFS Dienst)",2014-09-22,2026-02-23,,,,nodeID://b5827924057,Datenkatalog | Gewässernetz | OGC::WFS | infoFeatureAccessService | opendata,0,5,floods,unknown,False,False,True,0,,True,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/0c50772d-a50d-48f8-b51b-0f5e4fb684b6,Minimale Grundwasserflurabstände - Hochwasser 2006 (interpoliert) (WFS Dienst),2006-05-24,2026-02-18,,,,nodeID://b5827002877,Datenkatalog | INSPIRE_SVDD | OGC::WFS | Schutzgebiete | infoFeatureAccessService | opendata,0,6,floods,unknown,False,False,True,0,,True,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/0f70b438-d681-4551-8e4e-cda7dae5b4df,Grundwasser - Hochwasser August 2002 - Grundhochwasserbereiche (WMS Dienst),2006-07-04,2026-02-23,,,,nodeID://b5826707197,Datenkatalog | INSPIRE_SVDD | OGC::WMS | Schutzgebiete | infoMapAccessService | opendata,0,6,floods,unknown,False,False,True,0,,True,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/2103e83d-c88f-4656-ae8f-162c1fd73f8c,Grundwasserflurabstände - Hochwasser 2013 (gemessene Werte) (WFS Dienst),2013-07-21,2026-02-18,,,,nodeID://b5824892318,Datenkatalog | Gebiete mit naturbedingten Risiken | OGC::WFS | infoFeatureAccessService | opendata,0,5,floods,unknown,False,False,True,0,,True,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/3cddbd68-3578-4e86-b077-b3e9c72991af,"Hochwasser 2013 - Elbe, tatsächlich überschwemmte Flächen bei 878 cm Pegel Dresden (WFS Dienst)",2016-12-13,2026-02-23,,,,nodeID://b5821870429,Datenkatalog | Gewässernetz | OGC::WFS | infoFeatureAccessService | opendata,0,5,floods,unknown,False,False,True,0,,True,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/3d99758c-bd12-48a5-b254-d566a35e005d,"Plan Hochwasservorsorge Dresden - Lockwitzbach und Niedersedlitzer Flutgraben, Defizitgebiete (Siedlungsbereiche mit verbleibendem Schutzgrad kleiner HQ100) 2022  (WMS Dienst)",2022-04-20,2026-02-18,,,,nodeID://b5821783245,Datenkatalog | OGC::WMS | Schutzgebiete | infoMapAccessService | opendata,0,5,floods,unknown,False,False,True,0,,True,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/3da2ced1-5f36-4800-ad7b-7fd39ce36bf3,Maptip Hochwassermarken (WFS Dienst),2013-05-31,2026-02-18,,,,nodeID://b5821780119,Datenkatalog | OGC::WFS | Schutzgebiete | infoFeatureAccessService | opendata,0,5,floods,unknown,False,False,True,0,,True,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/51e5613e-9fc7-4418-8c51-ba834fcaf95e,Elbe-Hochwasser 1890 - Ausdehnung bei 837 cm Pegel Dresden (WMS Dienst),2003-07-30,2026-02-23,,,,nodeID://b5818696789,Datenkatalog | Gebiete mit naturbedingten Risiken | OGC::WMS | infoMapAccessService | opendata,0,5,floods,unknown,False,False,True,0,,True,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/685701f6-0134-4d32-81fb-7d436c7acc84,"Plan Hochwasservorsorge Dresden - Gewässer 2. Ordnung, Defizitgebiete (Siedlungsbereiche mit verbleibendem Schutzgrad kleiner HQ100), 2010 (WFS Dienst)",2011-10-12,2026-02-23,,,,nodeID://b5816011606,Datenkatalog | OGC::WFS | Schutzgebiete | infoFeatureAccessService | opendata,0,5,floods,unknown,False,False,True,0,,True,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/6c4e7111-b4f8-4352-9df7-29e59c187422,Elbe-Hochwasser 1845 - Ausdehnung bei 877 cm Pegel Dresden (WMS Dienst),2003-07-30,2026-02-23,,,,nodeID://b5815532489,Datenkatalog | Gebiete mit naturbedingten Risiken | OGC::WMS | infoMapAccessService | opendata,0,5,floods,unknown,False,False,True,0,,True,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/6e71ca61-a042-4d01-a15e-525364cb74fa,"Plan Hochwasservorsorge Dresden - Gewässer 2. Ordnung, Hochwasserrisikomanagementpläne (fertiggestellt, in Bearbeitung, erforderlich) 2022 (WFS Dienst)",2025-07-23,2026-02-23,,,,nodeID://b5815271090,Datenkatalog | OGC::WFS | Schutzgebiete | infoFeatureAccessService | opendata,0,5,floods,unknown,False,False,True,0,,True,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/1e3e021e-0889-419f-b135-7663cfb1a8dd,Vorranggebiet vorbeugender Hochwasserschutz,,2013-03-04,,,http://publications.europa.eu/resource/authority/language/DEU,nodeID://b5825182588,Freiraum | Hochwasserschutz | Planung | Raumplanung | Regionalplan | Regionalplanerische Ausweisung | Regionalplanung | Vorbehaltsgebiet | Überschwemmungsbereich,1,9,floods,unknown,False,False,True,0,,True,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/7f7c9a30-db4d-430d-8062-1be59e4fb4f6,WFS - Hochwassergefahrenkarte - Hochwassergefährdung,,2012-02-28,,,,nodeID://b5813200052,Gefahrenkarte | Gefährdung | HWRM | Hochwassergefahrenkarte | Intensität | Karte | interaktive Karte | opendata | Überflutungsfläche | Überschwemmung | Überschwemmungsgebiet,0,11,floods,unknown,False,False,True,0,,True,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/f908ea22-87de-44a4-833b-fc45df1a6bb7,Hochwassergefahren- und -risikokarten gemäß Umsetzung der Europäischen Hochwasserrisikomanagement-Richtlinie (WMS-Darstellungsdienst),,2014-02-17T00:00:00+01:00,,,,nodeID://b5758979580,Europäische Hochwasserrisikomanagement-Richtlinie | Flächennutzung im Überflutungsgebiet | HQ10 | HQ100 | HQ20 | HQ200 | Hochwassergefahrenkarten | Hochwasserrisikokarten | Wassertiefen,0,9,floods,unknown,False,False,True,0,,True,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/60255c3b-5c0c-480c-8af3-da70055704c6,Historische Hochwasserereignisse - WMS,,2013-08-27T00:00:00+02:00,,,,nodeID://b5817038651,Bayern | Geschwemmsellinie | Historisches Hochwasserereignis | Hochwasser | Hochwasserlinie | Hochwassermarke | Wasserstandsmarke | abgelaufenes Hochwasserereignis | gdiby | inspireidentifiziert | Überschwemmungsfläche,0,11,floods,unknown,False,False,True,0,,True,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/130c82fa-9310-4140-bfd5-6c5ab8976f96,Historische Hochwasserereignisse - Downloaddienst,,2013-08-23T00:00:00+02:00,,,,nodeID://b5826332598,Geschwemmsellinie | Hochwasser | Hochwasserlinie | Hochwassermarke | Wasserstandsmarke | gdiby | historisches Hochwasserereignis | inspireidentifiziert | Überschwemmungsfläche,0,9,floods,unknown,False,False,True,0,,True,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/4cab2c12-fa7e-49c3-97ba-f4f33af3a598,Überschwemmungsgebiete und Hochwassergefahren - WMS,,2013-09-11T00:00:00+02:00,,,,nodeID://b5819309586,Bayern | Berechnungsgrenzen | Brückenstatus | Flutpolder | HQ10 | HQ100 | HQ5 | HQextrem | HQhäufig | HQmittel | HQselten | Hochwasser | Hochwassergefahren | Hochwassergefahrenflächen | Hochwasserrisiko | festgesetztes Überschwemmungsgebiet | gdiby | geschützte Gebiete | hochwassergeschützt | vorläufig gesicherte Gebiete zur HW-Entlastung/-Rückhaltung | vorläufig gesichertes Überschwemmungsgebiet | Überschwemmungsgebiet | überschwemmungsgefährdet,0,23,floods,unknown,False,False,True,0,,True,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/44fd75ca-f306-424d-aeec-4f6854306277~~1,Hydrologische Rohdaten (Hochwasserportal NRW),2026-02-11,,nodeID://b5820223385,,http://publications.europa.eu/resource/authority/language/DEU,nodeID://b5820223423,Bad Godesberg | Bad Honnef | Dormagen-Stürzelberg | Düsseldorf | ELWAS | Ems | Erft | Fluss | Fröndenberg | Gewässer | Gewässergüte | Gewässertemperatur | Hattingen | Hochwasser | Hygon | Kleve-Bimmen | LANUK | LANUK_MP | Leitfähigkeit | Lippe | Lobith | Menden | Mülheim | Neuss | Niederschlag | Niederschlagsdaten | Opladen | Pegel | Pegeldaten | Porta | Rheine | Rohdaten | Ruhr | Sauerstoff | Sieg | Temperatur | Wasser | Wasserproben | Wasserstand | Wasserstände | Wassertemperatur | Wesel | Weser | Wupper | opendata | openhygon | pH,1,47,floods,unknown,False,False,True,0,,False,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/e8ef07c5-dab2-b395-c9a0-cecf404f9dbb,WMS RP DOP10 Sonderbefliegung Hochwasser rgb - RP DOP10rgb Sonderbefliegung Hochwasser Ahr 2022 rgb,2025-01-21,,nodeID://b5798590355,,,nodeID://b5798590359,20 cm | 20cm | ATKIS | AdV | AdVMIS | Arbeitsgemeinschaft der Vermessungsverwaltungen der Länder | DOP | DOP20 | Digitale Orthophotos | Digitale Orthophotos 10cm | Digitales Orthophoto | Geobasisdaten | Landesvermessung | Luftbilder | RP | Rheinland-Pfalz | Sonderbefliegung Hochwasser | WMS | WMS_RP_DOP20 | infoMapAccessService,0,20,floods,unknown,False,False,True,0,,False,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/182925c1-879f-4054-bd69-b6f28e05b270,Datendownload - Hochwassergefahren- und Hochwasserrisikokarten NRW,2025-04-28,,nodeID://b5825814258,,,nodeID://b5825814257,Atom Feed | Atom-Feed | Gefahr | Hochwasser | Hochwassergefahr | Hochwasserrisiko | LANUK-Feed | Risiko | inspireidentifiziert | Überschwemmung,0,10,floods,unknown,False,False,True,0,,False,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/0ceadf63-a5a0-41cb-943d-5a254ffd506b,Hydrometric stations of raw vigilance — Métropole,2026-01-22T14:48:30,,,,http://publications.europa.eu/resource/authority/language/FRA,nodeID://b5820390421,CRUE | FRANCE | HYDROMETRIE | METROPOLE | PREVISION DE CRUE | VIGILANCE | données ouvertes | hvd,1,8,floods,unknown,False,False,True,0,,False,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/5be38d77-6c65-4266-b0c4-8d07fc222d87,Serie: Hochwassergefahrenkarten und Hochwasserschutz für Freiburg i. Br.,2023-07-14,,,,http://publications.europa.eu/resource/authority/language/DEU,nodeID://b5558284996,Freiburg im Breisgau | HWGK | HWRK | Hochwassergefahrenkarte | Hochwasserrisikokarte | Hochwasserrisikomanagement | Überflutung | Überschwemmung,1,8,floods,unknown,False,False,True,0,,False,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/8a10f78e-0046-4a50-9f21-08161d4975f7,Deutschland - Bitterfeld-Wolfen - Muldestausee - Hochwassersituation am 5. Juni 2013 - Satellitenbildinformation - P14,2013-06-06,,,,http://publications.europa.eu/resource/authority/language/DEU,nodeID://b5811884761,"Bitterfeld-Wolfen, Muldestausee | DLR | EOC | Kriseninformation | ZKI",1,5,floods,unknown,False,False,True,0,,False,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/0484b229-dc8e-4975-8fbe-9ade43bb8df8,Deutschland - Halle (Saale) - Hochwassersituation am 5. Juni 2013 - Satelliten- / Luftbildinformation - P11,2013-06-06,,,,http://publications.europa.eu/resource/authority/language/DEU,nodeID://b5827693819,DLR | EOC | Halle (Saale) | Kriseninformation | ZKI,1,5,floods,unknown,False,False,True,0,,False,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/4d9eafeb-dcf8-4313-be1a-b7d85e1b200f,Deutschland - Elbe / Arneburg / Schnackenburg - Hochwassersituation am 9./10. Juni 2013 - Veränderungsanalyse - Übersicht - P33,2013-06-11,,,,http://publications.europa.eu/resource/authority/language/DEU,nodeID://b5819198699,"DLR | EOC | Elbe, Arneburg, Schnackenburg | Kriseninformation | ZKI",1,5,floods,unknown,False,False,True,0,,False,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/81a53874-795f-41b9-a1bc-3241e3df8bed,Deutschland - Elbe / Hitzacker / Geesthacht - Hochwassersituation am 11. Juni 2013 - Betroffene Fläche - Übersicht - P36,2013-06-11,,,,http://publications.europa.eu/resource/authority/language/DEU,nodeID://b5812924306,"DLR | EOC | Elbe, Hitzacker, Geesthacht | Kriseninformation | ZKI",1,5,floods,unknown,False,False,True,0,,False,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/e4087e9b-ad94-44c8-9a02-03d81acf76aa,"Deutschland - Elxleben - Hochwassersituation am 3. Juni 2013 - Betroffene Fläche, SB - P04",2013-06-04,,,,http://publications.europa.eu/resource/authority/language/DEU,nodeID://b5799149786,DLR | EOC | Elxleben | Kriseninformation | ZKI,1,5,floods,unknown,False,False,True,0,,False,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/e76523df-ad99-4ffb-a805-2a12d3f8a271,Deutschland - Elbe / Lutherstadt Wittenberg / Riesa - Hochwassersituation am 9./10. Juni 2013 - Veränderungsanalyse - Übersicht - P31,2013-06-11,,,,http://publications.europa.eu/resource/authority/language/DEU,nodeID://b5798769135,"DLR | EOC | Elbe, Lutherstadt Wittenberg, Riesa | Kriseninformation | ZKI",1,5,floods,unknown,False,False,True,0,,False,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/0ad1ca40-a1fc-47ce-8962-7b2fdc9fab24,Deutschland - Elbe / Fischbeck - Hochwassersituation am 15. Juni 2013 - Betroffene Fläche - P46,2013-06-17,,,,http://publications.europa.eu/resource/authority/language/DEU,nodeID://b5827143719,"DLR | EOC | Elbe, Fischbeck | Kriseninformation | ZKI",1,5,floods,unknown,False,False,True,0,,False,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/0e96d040-2fc6-4f97-bc7c-7a7be3ed763a,Deutschland - Elbe / Arneburg / Schnackenburg - Hochwassersituation am 8. Juni 2013 - Betroffene Fläche - Übersicht - P22,2013-06-08,,,,http://publications.europa.eu/resource/authority/language/DEU,nodeID://b5826795433,"DLR | EOC | Elbe, Arneburg, Schnackenburg | Kriseninformation | ZKI",1,5,floods,unknown,False,False,True,0,,False,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/1df51de8-e33d-4e22-aca4-59f9112c6b68,Hochwasserrisikogebiete,2017-12-31T00:00:00+01:00,,,,http://publications.europa.eu/resource/authority/language/DEU,nodeID://b5825211284,,1,0,floods,unknown,False,False,True,0,,False,,,False,,,False,False,False
http://data.europa.eu/88u/dataset/20fa9f86-d7ef-41fb-a7f2-d65b0dd84c36,WMS Hochwasserschutzlinie Land Bremen,2025-09-25T00:00:00+02:00,,,,,nodeID://b5824898970,inspireidentifiziert,0,1,floods,unknown,False,False,True,0,,False,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/6c74e7b8-3041-476f-97bb-95ab11b8bbf3,WMS Hochwasser-Gefahrenkarte NRW,2024-10-24,,,,,nodeID://b5815516431,Becken | EG-HWRM-RL | Gefahr | Gefahrenkarte | Geodatendienst | Gewässerflächen | HQ10 | HQ100 | HQ500 | Hochwasser-Gefahrenkarte | Hochwassergefahr | Hochwassergefahren | Hochwassergefahrenkarte | Hochwasserrisiko | INSPIRE | LANUK | LANUK-WMS | Risiko | Schutzeinrichtungen | WMS | Wahrscheinlichkeit | inspireidentifiziert,0,22,floods,unknown,False,False,True,0,,False,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/cda85c8f-847f-486c-a2e8-13c881bb74d4,Hochwasserschutzlinie Land Bremen - Downloaddienst,2025-09-25T00:00:00+02:00,,,,,nodeID://b5803488217,inspireidentifiziert,0,1,floods,unknown,False,False,True,0,,False,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/36f92fda-9766-40de-841e-68d612b543e4,Hochwasserschutzanlagen in der Zuständigkeit der Landestalsperrenverwaltung Sachsen (LTV) (WFS Dienst),2023-02-10,,,,,nodeID://b5822568372,Deich | Deich mit statisch wirksamer Innendichtung | Fließgewässer | Hochwasserschutz | Hochwasserschutzwand | OGC::WFS | infoFeatureAccessService | infoManagementService | opendata,0,9,floods,unknown,False,False,True,0,,False,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/d9e89956-7c01-46fc-9c02-c781f975472e,Hochwasserschutzeinrichtungen zwischen Saarbrücken-Burbach und Völklingen,,,,,http://publications.europa.eu/resource/authority/language/DEU,nodeID://b5731185926,Geowissenschaften | Saarland,1,2,floods,unknown,False,False,True,0,,False,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/587d243b-8e29-4f37-b4bd-3641106dd52d,Hochwasserschutzeinrichtungen bei Mettlach und Saarhölzbach,,,,,http://publications.europa.eu/resource/authority/language/DEU,nodeID://b5745046687,Geowissenschaften | Saarland,1,2,floods,unknown,False,False,True,0,,False,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/7863dd1f-a32c-4e40-89a6-86a34f1051d7,WFS - Hochwassermarken,,,,,,nodeID://b5814059004,Umweltüberwachung,0,1,floods,unknown,False,False,True,0,,False,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/b9db5a4a-c39b-491b-9dd6-8fb6d582375f,Hochwasserrisiko - Brücken Saarland,2025-11-13,2012-07-10T00:00:00+02:00,nodeID://b5693309132,,http://publications.europa.eu/resource/authority/language/DEU,nodeID://b5693309133,blies | geoportal | geowissenschaften | opendata | saarland,1,5,floods,unknown,False,False,True,0,,True,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/4a13ecae-e96e-4ea2-8baf-a8352b969b62,Flood Studies Update (FSU) Physical Catchment descriptors (ungauged),2021-11-29T15:03:28,2014-07-03,https://data.gov.ie/organization/ca29a29c-5ab5-4ae6-9368-74956b7d4344,,http://publications.europa.eu/resource/authority/language/ENG,nodeID://b3363474474,flood hazard | flood prevention | flood risk management | flooding | risk analysis,1,5,floods,unknown,False,False,True,0,,True,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/4cecfb4e-39b9-420a-8f87-3fa3d4fcb731,Flood in Italy (2013-10-11),,2013-10-11,http://publications.europa.eu/resource/authority/corporate-body/JRC,,http://publications.europa.eu/resource/authority/language/ENG,nodeID://b5844471255,CEMS | Copernicus | Copernicus EMS | Copernicus Emergency Management Service | Copernicus Emergency Management Service Rapid Mapping Activation | Copernicus Service | EMSR053 | Emergency | Emergency Management | Flood | ITA | Italy | Mapping | Rapid Mapping,1,14,floods,eu,False,False,True,0,,True,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/4ec3c491-c7f3-4ecf-9f23-e5d7843a0d49,Flood in Malawi (2015-01-25),,2015-01-25,http://publications.europa.eu/resource/authority/corporate-body/JRC,,http://publications.europa.eu/resource/authority/language/ENG,nodeID://b5844471427,CEMS | Copernicus | Copernicus EMS | Copernicus Emergency Management Service | Copernicus Emergency Management Service Rapid Mapping Activation | Copernicus Service | EMSR116 | Emergency | Emergency Management | Flood | MWI | Malawi | Mapping | Rapid Mapping,1,14,floods,eu,False,False,True,0,,True,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/8c50ba20-3368-4c1c-9f82-5f55ebdb9b24~~1,Grundwasserflurabstände - Hochwasser 2013 (gemessene Werte),2013-07-21,2026-02-18,,,http://publications.europa.eu/resource/authority/language/DEU,nodeID://b5811578198,Datenkatalog | Gebiete mit naturbedingten Risiken | opendata,1,3,floods,unknown,False,False,True,0,,True,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/ab5cb6cb-ddca-49e2-a132-6d4dfd278ffc,Waldfunktionen in Sachsen - Wald mit besonderer Hochwasserschutzfunktionn - Flächen 1ha,2023-06-08,2006-01-31,,,http://publications.europa.eu/resource/authority/language/DEU,nodeID://b5807992086,Anlagenschutzfunktion | Arthabitat | Arthabitate | Bereiche | Biosphärenreservat | Biosphärenreservate | Biotop | Biotope | Biotopschutzfunktion | Boden | Bodenschutzfunktion | Bodenschutzwald | Bodenschutzwälder | Brandschutzfunktion | Bruchwald | Bruchwälder | Buchenwaldgesellschaft | Buchenwaldgesellschaften | Denkmalschutzfunktion | Dokumentationsflächen historischer Waldbauformen | Eichenwaldgesellschaft | Eichenwaldgesellschaften | Emittent | Entwicklungszone | Entwicklungszonen | Erholung | Erholungsfunktion | FFH | Fauna-Flora-Habitat-Gebiete | Flächennaturdenkmal | Flächennaturdenkmäler | Forschung | Forst | Forsten | Forstsaatguterntebestand | Forstsaatguterntebestände | Forstverwaltung | Forstwirtschaft | Freistaat Sachsen | Generhaltungsfunktion | Hecke | Hecken | Heilquellenschutzgebiet | Heilquellenschutzgebiete | Hochwasserentstehungsgebiet | Hochwasserentstehungsgebiete | Hochwasserschutzfunktion | Immissionsschutzfunktion | Kernzone | Kernzonen | Klimaschutzfunktion | Kultur | Kulturdenkmal | Kulturdenkmale | Kulturdenkmäler | Landschaft | Landschaftsbild | Landschaftsschutzgebiet | Landschaftsschutzgebiete | Lebensraumtyp | Lebensraumtypen | Lehre | Luft | Lärmschutzfunktion | Moorwald | Moorwälder | Nationalpark | Nationalparks | Natur | Naturdenkmal | Naturdenkmäler | Naturpark | Naturparke | Naturparks | Naturschutzgebiet | Naturschutzgebiete | Naturwaldzelle | Naturwaldzellen | Naturzone | Naturzonen | Pflegezone | Pflegezonen | Referenzfläche | Referenzflächen | Renaturierungsfläche | Renaturierungsflächen | Restwaldfläche | Restwaldflächen | SPA | Saatguterntebestand | Saatguterntebestände | Schutzzone | Schutzzonen | Sichtschutzfunktion | Staatsbetrieb Sachsenforst | SächsNatschG | SächsWaldG | Sächsische Waldbiotopkartierung | Sächsisches Naturschutzgesetz | Sächsisches Waldgesetz | Totalreservat | Totalreservate | Vogelschutzgebiete | WBK | WFK | Wald | Wald für Forschung und Lehre | Waldbauformen | Waldbedeckung | Waldbiotop | Waldbiotope | Waldbiotoptyp | Waldbiotoptypen | Waldeinteilung | Waldfläche | Waldflächen | Waldfunktion | Waldfunktionen | Waldfunktionenkartierung | Waldfunktionskartierung | Waldgebiet | Waldgebiete | Waldgesellschaften | Waldrand | Waldränder | Waldwirtschaft | Wasser | Wasserschutzfunktion | Wasserschutzgebiet | Wasserschutzgebiete | Wälder | das Landschaftsbild prägender Wald | historische Waldbauform | höhlenreiche Einzelbäume | höhlenreicher Einzelbaum | lokale Klimaschutzfunktion | naturnahe Quellbereiche | naturnahe Waldgesellschaft | naturnaher Quellbereich | regionale Klimaschutzfunktion | unverbaute Bachläufe | unverbauter Bachlauf | wertvolle geschützte Biotoptypen | wertvoller geschützter Biotoptyp | zoologisch botanisch wertvoller Bereich | §26 | Überschwemmungsgebiet | Überschwemmungsgebiete,1,148,floods,unknown,False,False,True,0,,True,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/d8034bfc-b7ec-4f19-bbe0-63f61b9a31e8~~1,Hochwassergefährdung HQ100,2018-10-18,2018-10-18,,,http://publications.europa.eu/resource/authority/language/DEU,nodeID://b5802273997,inspireidentifiziert | mobilithek_category_BAHN | opendata,1,3,floods,unknown,False,False,True,0,,True,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/fr-120066022-jdd-f51acc44-61bb-4a87-a579-e1ed885d036d,ECSC PPRT hazard zone at Feuchy in Pas-de-Calais,2018-11-22,2015-10-13,,,http://publications.europa.eu/resource/authority/language/FRE,nodeID://b694115727,ceca | données ouvertes | pprt,1,3,floods,unknown,False,False,True,0,,True,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/-af913a8d-484d-4313-abd4-ae65a46a391e-,Flood risk areas,2024-11-12,2018-12-20,,,http://publications.europa.eu/resource/authority/language/FIN,nodeID://b5761768992,FEO | INSPIRE-tietotuote | luonnonriskialueet | pintavesi | tulva,1,5,floods,unknown,False,False,True,0,,True,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/-d8975ce2-cd68-4a0a-a628-d061bfad9f2b-,"Flood hazard zones, basic scenarios",2025-11-18,2013-04-10,,,http://publications.europa.eu/resource/authority/language/FIN,nodeID://b5852096029,FEO | INSPIRE-tietotuote,1,2,floods,unknown,False,False,True,0,,True,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/8c179e16-30d7-4b88-8521-79dbea696bcd,Alarmstufe 4 - Hochwasserabwehr (WFS Dienst),2019-03-15,2026-02-18,,,,nodeID://b5811606602,Datenkatalog | OGC::WFS | Schutzgebiete | infoFeatureAccessService | opendata,0,5,floods,unknown,False,False,True,0,,True,,,False,,,True,False,False
